match_id,season,matchday,match_datetime,home_team,away_team,home_team_id,away_team_id,home_goals,away_goals,result,venue,attendance,home_elo,home_pi,home_points_l5,home_points_l10,home_goals_scored_l5,home_goals_conceded_l5,away_elo,away_pi,away_points_l5,away_points_l10,away_goals_scored_l5,away_goals_conceded_l5,odds_home,odds_draw,odds_away,implied_prob_home,implied_prob_draw,implied_prob_away,post_home_possession,post_home_shots,post_home_shots_on_target,post_home_big_chances,post_home_passes,post_home_pass_accuracy,post_home_tackles,post_home_interceptions,post_home_fouls,post_home_corners,post_home_yellow_cards,post_home_red_cards,post_away_possession,post_away_shots,post_away_shots_on_target,post_away_big_chances,post_away_passes,post_away_pass_accuracy,post_away_tackles,post_away_interceptions,post_away_fouls,post_away_corners,post_away_yellow_cards,post_away_red_cards,temperature_celsius,humidity_percent,wind_speed_kmh,precipitation_mm,rest_days_home,rest_days_away,travel_distance_km,home_prev_season_position,home_prev_season_points,home_prev_season_wins,home_prev_season_goal_diff,away_prev_season_position,away_prev_season_points,away_prev_season_wins,away_prev_season_goal_diff,h2h_total_matches,h2h_home_wins,h2h_draws,h2h_away_wins,elo_diff,pi_diff,form_diff_l5,goal_diff_l5,prev_season_position_diff,prev_season_points_diff,home_was_top_tier,home_was_bottom_tier,away_was_top_tier,away_was_bottom_tier,home_is_new_team,away_is_new_team,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,h2h_match_count,rest_days_diff,home_rest_advantage,away_rest_advantage,home_rest_category,away_rest_category,day_of_week,month,year,is_midweek,is_hot,is_cold,is_rainy,is_heavy_rain,is_windy,is_extreme_weather,is_home,target_home_win,target_draw,target_away_win,target_multiclass,target_home_goals,target_away_goals,target_total_goals,has_detailed_stats,has_odds,has_ratings,has_weather
2661,2016-2017,1,2016-07-29 20:30:00,MSV Duisburg,SC Paderborn 07,39,47,1,0,H,,,1624.7494093758273,0.7952172487147684,12.0,25.0,1.8,0.6,1500.0,0.5,0.0,0.0,0.0,0.0,2.11,3.23,3.58,0.47393364928909953,0.30959752321981426,0.27932960893854747,49.0,15.0,5.0,0.0,422.0,77.0,18.0,10.0,7.0,6.0,3.0,0.0,51.0,6.0,1.0,0.0,450.0,76.0,19.0,11.0,14.0,0.0,4.0,0.0,19.9,69.0,9.5,0.0,433.0,,138.6601434869867,,,,,,,,,0,0,0,0,124.74940937582733,0.2952172487147684,12.0,1.2000000000000002,,,0,0,0,0,1,1,,,,0,,0,0,long,,4,7,2016,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,1,1,1
2662,2016-2017,1,2016-07-30 14:00:00,Chemnitzer FC,SG Sonnenhof Großaspach,28,42,0,0,D,,,1557.2690902984436,0.8299997265462168,12.0,24.0,1.6,0.8,1483.0021457076355,0.2831606985230483,4.0,10.0,1.2,1.4,1.77,3.6,4.49,0.5649717514124294,0.2777777777777778,0.22271714922048996,,,,,,,,,,,,,,,,,,,,,,,,,23.1,60.0,12.5,0.0,77.0,77.0,298.2633724429634,6.0,55.0,15.0,6.0,7.0,54.0,14.0,11.0,4,1,0,3,74.26694459080818,0.5468390280231685,8.0,1.0,-1.0,1.0,0,0,0,0,0,0,0.25,0.0,0.75,4,0.0,0,0,long,long,5,7,2016,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
2663,2016-2017,1,2016-07-30 14:00:00,FC Rot-Weiß Erfurt,Hallescher FC,12,33,0,3,A,,,1505.570143304299,0.6237181423409711,9.0,19.0,1.4,0.8,1477.8204572084105,0.39383344712466856,9.0,11.0,1.4,1.0,2.21,3.28,3.25,0.45248868778280543,0.3048780487804878,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,23.8,51.0,16.5,0.0,77.0,77.0,,8.0,50.0,14.0,-3.0,13.0,48.0,13.0,0.0,4,1,1,2,27.749686095888592,0.22988469521630256,0.0,0.19999999999999996,-5.0,2.0,0,0,0,0,0,0,0.25,0.25,0.5,4,0.0,0,0,long,long,5,7,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,1,1,1
2664,2016-2017,1,2016-07-30 14:00:00,Holstein Kiel,FSV Frankfurt,2,48,1,1,D,,,1519.1580003400572,0.4365213889596678,6.0,14.0,0.4,0.8,1500.0,0.5,0.0,0.0,0.0,0.0,1.85,3.45,4.26,0.5405405405405405,0.2898550724637681,0.2347417840375587,41.0,12.0,5.0,2.0,337.0,76.0,12.0,5.0,18.0,4.0,5.0,0.0,59.0,17.0,4.0,3.0,477.0,80.0,11.0,9.0,18.0,7.0,4.0,0.0,20.5,71.0,16.6,0.0,77.0,,479.0252223142201,14.0,48.0,12.0,-3.0,,,,,0,0,0,0,19.158000340057242,-0.0634786110403322,6.0,-0.4,,,0,0,0,0,0,1,,,,0,,0,0,long,,5,7,2016,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1
2665,2016-2017,1,2016-07-30 14:00:00,SV Wehen Wiesbaden,VfR Aalen,6,25,1,2,A,Brita-Arena,2017.0,1472.1355930860839,0.4783839003170218,9.0,12.0,1.0,1.4,1447.4548203509494,0.30668899675014644,3.0,11.0,1.0,2.0,2.02,3.31,3.7,0.49504950495049505,0.3021148036253776,0.27027027027027023,50.0,16.0,1.0,0.0,368.0,68.0,10.0,7.0,21.0,8.0,1.0,0.0,50.0,9.0,6.0,3.0,373.0,69.0,22.0,9.0,12.0,2.0,2.0,0.0,24.5,53.0,10.9,0.0,77.0,77.0,189.6563118838723,16.0,43.0,9.0,-13.0,15.0,44.0,10.0,-5.0,6,1,0,5,24.680772735134497,0.1716949035668754,6.0,0.6000000000000001,1.0,-1.0,0,0,0,0,0,0,0.16666666666666666,0.0,0.8333333333333334,6,0.0,0,0,long,long,5,7,2016,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,1,1,1,1
2666,2016-2017,1,2016-07-30 14:00:00,1. FSV Mainz 05 II,FSV Zwickau,40,49,2,2,D,,,1463.076192518994,0.37604513571079234,7.0,9.0,2.2,1.6,1500.0,0.5,0.0,0.0,0.0,0.0,2.55,3.23,2.75,0.3921568627450981,0.30959752321981426,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,24.7,55.0,10.6,0.0,77.0,,,12.0,48.0,12.0,1.0,,,,,0,0,0,0,-36.92380748100595,-0.12395486428920766,7.0,0.6000000000000001,,,0,0,0,0,0,1,,,,0,,0,0,long,,5,7,2016,0,0,0,0,0,0,0,1,0,1,0,1,2,2,4,0,1,1,1
2667,2016-2017,1,2016-07-30 14:00:00,Jahn Regensburg,Hansa Rostock,1,24,2,0,H,,,1415.0733868183959,0.39355690107866037,5.0,12.0,1.4,1.0,1508.2780943506941,0.5880446933331472,9.0,17.0,1.8,1.6,2.35,3.21,3.06,0.425531914893617,0.3115264797507788,0.32679738562091504,,,,,,,,,,,,,,,,,,,,,,,,,26.0,50.0,8.0,0.0,434.0,77.0,569.4391642218063,,,,,10.0,49.0,12.0,-6.0,6,0,4,2,-93.20470753229824,-0.19448779225448687,-4.0,0.19999999999999996,,,0,0,0,0,1,0,0.0,0.6666666666666666,0.3333333333333333,6,357.0,1,0,long,long,5,7,2016,0,1,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,1,1
2668,2016-2017,1,2016-07-31 14:00:00,Preußen Münster,VfL Osnabrück,27,14,0,1,A,,,1460.1027493872932,0.29503363729809456,4.0,9.0,1.0,1.6,1506.8729865094665,0.2985937992508981,4.0,10.0,1.2,1.6,2.07,3.36,3.53,0.48309178743961356,0.2976190476190476,0.28328611898017,,,,,,,,,,,,,,,,,,,,,,,,,18.7,72.0,12.2,0.4,78.0,78.0,49.32993517622696,9.0,49.0,12.0,2.0,5.0,56.0,14.0,5.0,10,5,4,1,-46.770237122173285,-0.003560161952803509,0.0,-0.19999999999999996,4.0,-7.0,0,0,0,0,0,0,0.5,0.4,0.1,10,0.0,0,0,long,long,6,7,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1
2669,2016-2017,1,2016-07-31 14:00:00,Werder Bremen II,Sportfreunde Lotte,11,50,0,3,A,,,1435.1338248660695,0.4207676464028806,6.0,11.0,1.2,1.8,1500.0,0.5,0.0,0.0,0.0,0.0,3.02,3.28,2.35,0.33112582781456956,0.3048780487804878,0.425531914893617,,,,,,,,,,,,,,,,,,,,,,,,,18.2,80.0,9.7,0.3,78.0,,107.70604107820363,17.0,43.0,11.0,-14.0,,,,,0,0,0,0,-64.86617513393048,-0.07923235359711939,6.0,-0.6000000000000001,,,0,0,0,0,0,1,,,,0,,0,0,long,,6,7,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,1,1,1
2670,2016-2017,1,2016-07-31 14:00:00,1. FC Magdeburg,Fortuna Köln,44,46,0,3,A,,,1532.9536283791058,0.49929880297349505,10.0,14.0,1.8,0.8,1474.837226184874,0.3782658601907327,6.0,10.0,1.2,1.8,1.78,3.62,4.4,0.5617977528089888,0.27624309392265195,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,23.2,59.0,8.3,0.5,78.0,78.0,352.1822457258467,4.0,56.0,14.0,12.0,11.0,49.0,14.0,-13.0,2,0,1,1,58.116402194231796,0.12103294278276233,4.0,1.6,-7.0,7.0,0,0,0,0,0,0,0.0,0.5,0.5,2,0.0,0,0,long,long,6,7,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,1,1,1
2671,2016-2017,2,2016-08-05 19:00:00,Fortuna Köln,Werder Bremen II,46,11,2,0,H,,,1493.4889000785004,0.47805233687770093,9.0,12.0,1.8,1.4,1422.0867917282212,0.3593171883523462,6.0,10.0,1.0,2.0,1.82,3.65,4.19,0.5494505494505494,0.273972602739726,0.2386634844868735,,,,,,,,,,,,,,,,,,,,,,,,,17.4,82.0,7.4,0.0,5.0,5.0,272.19488055333056,11.0,49.0,14.0,-13.0,17.0,43.0,11.0,-14.0,2,2,0,0,71.40210835027915,0.11873514852535472,3.0,1.4000000000000001,-6.0,6.0,0,0,0,0,0,0,1.0,0.0,0.0,2,0.0,0,0,normal,normal,4,8,2016,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,1,1
2672,2016-2017,2,2016-08-05 19:00:00,Hansa Rostock,Preußen Münster,24,27,1,0,H,,,1488.0859437925435,0.526205511638549,6.0,17.0,1.4,2.0,1446.243681804329,0.24680545354468775,3.0,8.0,1.0,1.8,2.21,3.29,3.25,0.45248868778280543,0.303951367781155,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,19.2,71.0,12.7,0.0,6.0,5.0,384.36592580063984,10.0,49.0,12.0,-6.0,9.0,49.0,12.0,2.0,9,3,2,4,41.84226198821443,0.27940005809386126,3.0,0.19999999999999996,1.0,0.0,0,0,0,0,0,0,0.3333333333333333,0.2222222222222222,0.4444444444444444,9,1.0,1,0,normal,normal,4,8,2016,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,1,1
2673,2016-2017,2,2016-08-06 14:00:00,SC Paderborn 07,1. FSV Mainz 05 II,47,40,3,1,H,,,1489.5101396501736,0.0,0.0,0.0,0.0,1.0,1464.7702237832048,0.38875577828508695,7.0,10.0,2.4,1.8,1.87,3.52,4.1,0.53475935828877,0.2840909090909091,0.24390243902439027,,,,,,,,,,,,,,,,,,,,,,,,,19.8,66.0,17.1,0.0,7.0,7.0,,,,,,12.0,48.0,12.0,1.0,0,0,0,0,24.739915866968886,-0.38875577828508695,-7.0,-1.5999999999999999,,,0,0,0,0,1,0,,,,0,0.0,0,0,normal,normal,5,8,2016,0,0,0,0,0,0,0,1,1,0,0,2,3,1,4,0,1,1,1
2674,2016-2017,2,2016-08-06 14:00:00,Sportfreunde Lotte,SV Wehen Wiesbaden,50,6,0,0,D,,,1513.0470331378483,1.0,3.0,3.0,3.0,0.0,1455.0009094896384,0.4280767225346774,6.0,12.0,1.0,1.8,2.38,3.2,3.01,0.42016806722689076,0.3125,0.33222591362126247,50.0,16.0,1.0,0.0,368.0,68.0,10.0,7.0,21.0,8.0,1.0,0.0,50.0,9.0,6.0,3.0,373.0,69.0,22.0,9.0,12.0,2.0,2.0,0.0,18.3,78.0,8.3,0.1,6.0,7.0,245.76223862269867,,,,,16.0,43.0,9.0,-13.0,0,0,0,0,58.046123648209914,0.5719232774653227,-3.0,3.8,,,0,0,0,0,1,0,,,,0,-1.0,0,1,normal,normal,5,8,2016,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1
2675,2016-2017,2,2016-08-06 14:00:00,VfR Aalen,Holstein Kiel,25,2,1,0,H,,,1464.5895039473949,0.3795980555120157,6.0,11.0,1.4,2.0,1518.2766349168855,0.44287230742580347,6.0,15.0,0.6,1.0,2.8,3.15,2.58,0.35714285714285715,0.31746031746031744,0.38759689922480617,41.0,12.0,5.0,2.0,337.0,76.0,12.0,5.0,18.0,4.0,5.0,0.0,59.0,17.0,4.0,3.0,477.0,80.0,11.0,9.0,18.0,7.0,4.0,0.0,19.7,61.0,7.8,0.0,7.0,7.0,612.7954503767588,15.0,44.0,10.0,-5.0,14.0,48.0,12.0,-3.0,2,0,1,1,-53.68713096949068,-0.06327425191378777,0.0,-0.20000000000000007,1.0,-4.0,0,0,0,0,0,0,0.0,0.5,0.5,2,0.0,0,0,normal,normal,5,8,2016,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,1,1,1
2676,2016-2017,2,2016-08-06 14:00:00,FSV Frankfurt,FC Rot-Weiß Erfurt,48,12,0,1,A,,,1500.8813654231717,0.3333333333333333,1.0,1.0,1.0,1.0,1488.2949334954776,0.5409252714847246,6.0,18.0,1.2,1.4,2.01,3.49,3.58,0.49751243781094534,0.28653295128939826,0.27932960893854747,,,,,,,,,,,,,,,,,,,,,,,,,22.2,51.0,8.2,0.0,7.0,7.0,,,,,,8.0,50.0,14.0,-3.0,0,0,0,0,12.586431927694093,-0.20759193815139126,-5.0,0.19999999999999996,,,0,0,0,0,1,0,,,,0,0.0,0,0,normal,normal,5,8,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1
2677,2016-2017,2,2016-08-06 14:00:00,Hallescher FC,Chemnitzer FC,33,28,1,1,D,,,1495.095667017232,0.49198282573411234,9.0,13.0,1.6,1.0,1553.900127311504,0.7949721942130048,10.0,25.0,1.2,0.6,2.44,3.22,2.91,0.4098360655737705,0.3105590062111801,0.3436426116838488,,,,,,,,,,,,,,,,,,,,,,,,,21.5,52.0,15.5,0.0,7.0,7.0,109.68692225005225,13.0,48.0,13.0,0.0,6.0,55.0,15.0,6.0,8,3,2,3,-58.804460294272076,-0.30298936847889246,-1.0,1.1102230246251565e-16,7.0,-7.0,0,0,0,0,0,0,0.375,0.25,0.375,8,0.0,0,0,normal,normal,5,8,2016,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,1,1,1
2678,2016-2017,2,2016-08-07 14:00:00,SG Sonnenhof Großaspach,Jahn Regensburg,42,1,3,4,A,,,1486.371108694575,0.288436887076921,2.0,10.0,0.2,1.4,1435.2655373765465,0.4573308716744391,7.0,12.0,1.8,1.0,2.3,3.3,3.09,0.4347826086956522,0.30303030303030304,0.3236245954692557,53.0,17.0,9.0,2.0,352.0,78.0,12.0,10.0,14.0,11.0,5.0,0.0,47.0,21.0,6.0,2.0,314.0,71.0,21.0,7.0,16.0,7.0,5.0,0.0,24.4,45.0,3.9,0.0,8.0,8.0,198.0786957101839,7.0,54.0,14.0,11.0,,,,,2,1,0,1,51.105571318028524,-0.1688939845975181,-5.0,-2.0,,,0,0,0,0,0,1,0.5,0.0,0.5,2,0.0,0,0,long,long,6,8,2016,0,0,0,0,0,0,0,1,0,0,1,0,3,4,7,1,1,1,1
2679,2016-2017,2,2016-08-07 14:00:00,VfL Osnabrück,MSV Duisburg,14,39,1,1,D,,,1520.7320540924306,0.40675864429710645,6.0,12.0,1.2,1.4,1635.2392697256537,0.8167523427445563,12.0,25.0,1.6,0.6,2.54,3.15,2.81,0.39370078740157477,0.31746031746031744,0.35587188612099646,49.0,15.0,5.0,0.0,422.0,77.0,18.0,10.0,7.0,6.0,3.0,0.0,51.0,6.0,1.0,0.0,450.0,76.0,19.0,11.0,14.0,0.0,4.0,0.0,24.8,51.0,21.8,0.0,7.0,8.0,131.38633550659827,5.0,56.0,14.0,5.0,,,,,4,0,1,3,-114.50721563322304,-0.4099936984474499,-6.0,-1.2,,,0,0,0,0,0,1,0.0,0.25,0.75,4,-1.0,0,1,normal,long,6,8,2016,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1
2680,2016-2017,3,2016-08-09 18:30:00,FC Rot-Weiß Erfurt,VfR Aalen,12,25,0,0,D,,,1504.8743066773854,0.5892018835686487,6.0,18.0,1.0,1.4,1483.0423955980525,0.47924443762886115,9.0,13.0,1.6,1.6,2.19,3.24,3.35,0.4566210045662101,0.30864197530864196,0.29850746268656714,,,,,,,,,,,,,,,,,,,,,,,,,18.1,49.0,9.8,0.0,3.0,3.0,,8.0,50.0,14.0,-3.0,15.0,44.0,10.0,-5.0,6,3,1,2,21.83191107933294,0.10995744593978751,-3.0,-0.3999999999999999,-7.0,6.0,0,0,0,0,0,0,0.5,0.16666666666666666,0.3333333333333333,6,0.0,0,0,medium,medium,1,8,2016,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
2681,2016-2017,3,2016-08-09 19:00:00,Holstein Kiel,Sportfreunde Lotte,2,50,3,1,H,,,1499.823743266228,0.34469281833571613,5.0,12.0,0.6,1.2,1510.3985069031128,0.5126276142466634,4.0,4.0,1.5,0.0,1.92,3.34,4.18,0.5208333333333334,0.29940119760479045,0.23923444976076558,41.0,12.0,5.0,2.0,337.0,76.0,12.0,5.0,18.0,4.0,5.0,0.0,59.0,17.0,4.0,3.0,477.0,80.0,11.0,9.0,18.0,7.0,4.0,0.0,13.0,66.0,16.9,0.0,3.0,3.0,273.38085008313647,14.0,48.0,12.0,-3.0,,,,,0,0,0,0,-10.574763636884882,-0.16793479591094723,1.0,-2.1,,,0,0,0,0,0,1,,,,0,0.0,0,0,medium,medium,1,8,2016,1,0,0,0,0,0,0,1,1,0,0,2,3,1,4,1,1,1,1
2682,2016-2017,3,2016-08-09 19:00:00,SV Wehen Wiesbaden,Fortuna Köln,6,46,3,0,H,,,1457.649435724374,0.4353156878913398,7.0,13.0,1.0,1.0,1506.246234872261,0.5845474443959784,9.0,15.0,1.6,1.2,2.2,3.29,3.04,0.45454545454545453,0.303951367781155,0.32894736842105265,,,,,,,,,,,,,,,,,,,,,,,,,16.7,62.0,8.9,0.0,3.0,4.0,131.81924008749817,16.0,43.0,9.0,-13.0,11.0,49.0,14.0,-13.0,2,1,0,1,-48.59679914788717,-0.1492317565046386,-2.0,-0.40000000000000013,5.0,-6.0,0,0,0,0,0,0,0.5,0.0,0.5,2,-1.0,0,1,medium,medium,1,8,2016,1,0,0,0,0,0,0,1,1,0,0,2,3,0,3,0,1,1,1
2683,2016-2017,3,2016-08-09 19:00:00,1. FC Magdeburg,SC Paderborn 07,44,47,3,0,H,,,1514.3019544854794,0.3951854650618416,9.0,11.0,1.4,1.0,1504.372746142671,0.7310585786300049,3.0,3.0,1.5,1.0,2.58,3.13,2.7,0.38759689922480617,0.3194888178913738,0.37037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,16.6,53.0,12.7,0.0,9.0,3.0,205.28971908976501,4.0,56.0,14.0,12.0,,,,,0,0,0,0,9.929208342808352,-0.3358731135681633,6.0,-0.10000000000000009,,,0,0,0,0,0,1,,,,0,6.0,1,0,long,medium,1,8,2016,1,0,0,0,0,0,0,1,1,0,0,2,3,0,3,0,1,1,1
2684,2016-2017,3,2016-08-10 18:30:00,Werder Bremen II,FSV Zwickau,11,49,1,3,A,,,1409.3294569344605,0.3215311473448737,6.0,10.0,0.8,1.8,1498.3059687357893,0.3333333333333333,1.0,1.0,2.0,2.0,2.76,3.29,2.52,0.3623188405797102,0.303951367781155,0.3968253968253968,,,,,,,,,,,,,,,,,,,,,,,,,14.2,64.0,12.3,0.0,4.0,11.0,360.9766520990844,17.0,43.0,11.0,-14.0,,,,,0,0,0,0,-88.9765118013288,-0.011802185988459613,5.0,-1.0,,,0,0,0,0,0,1,,,,0,-7.0,0,1,medium,long,2,8,2016,1,0,0,0,0,0,0,1,0,0,1,0,1,3,4,0,1,1,1
2685,2016-2017,3,2016-08-10 19:00:00,Preußen Münster,MSV Duisburg,27,39,1,1,D,,,1432.1613270846,0.22085122343598906,3.0,8.0,0.8,1.6,1630.1490013484317,0.731511179665156,10.0,23.0,1.4,0.6,2.91,3.07,2.53,0.3436426116838488,0.32573289902280134,0.3952569169960475,63.0,15.0,6.0,1.0,526.0,87.0,8.0,9.0,16.0,11.0,5.0,0.0,37.0,8.0,3.0,3.0,311.0,75.0,17.0,6.0,13.0,4.0,5.0,1.0,13.9,59.0,9.7,0.0,5.0,3.0,82.33040312817353,9.0,49.0,12.0,2.0,,,,,4,3,0,1,-197.98767426383165,-0.5106599562291669,-7.0,-1.6,,,0,0,0,0,0,1,0.75,0.0,0.25,4,2.0,1,0,normal,medium,2,8,2016,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1
2686,2016-2017,3,2016-08-10 19:00:00,Chemnitzer FC,FSV Frankfurt,28,48,2,1,H,,,1551.2176476265686,0.7120214464330669,11.0,23.0,1.4,0.4,1484.3019922412639,0.08964714045666504,1.0,1.0,0.5,1.0,1.92,3.48,3.79,0.5208333333333334,0.28735632183908044,0.2638522427440633,,,,,,,,,,,,,,,,,,,,,,,,,10.9,80.0,6.6,0.0,4.0,4.0,287.45796430238676,6.0,55.0,15.0,6.0,,,,,0,0,0,0,66.91565538530472,0.6223743059764019,10.0,1.5,,,0,0,0,0,0,1,,,,0,0.0,0,0,medium,medium,2,8,2016,1,0,0,0,0,0,0,1,1,0,0,2,2,1,3,0,1,1,1
2687,2016-2017,3,2016-08-10 19:00:00,1. FSV Mainz 05 II,VfL Osnabrück,40,14,2,2,D,,,1449.9076172907073,0.33067171015586805,7.0,9.0,2.4,2.0,1525.8223224696526,0.39903718843303876,7.0,12.0,1.4,1.4,2.56,3.22,2.78,0.390625,0.3105590062111801,0.3597122302158274,,,,,,,,,,,,,,,,,,,,,,,,,16.2,52.0,8.4,0.0,4.0,3.0,,12.0,48.0,12.0,1.0,5.0,56.0,14.0,5.0,4,0,3,1,-75.91470517894527,-0.06836547827717071,0.0,0.3999999999999999,7.0,-8.0,0,0,0,0,0,0,0.0,0.75,0.25,4,1.0,1,0,medium,medium,2,8,2016,1,0,0,0,0,0,0,1,0,1,0,1,2,2,4,0,1,1,1
2688,2016-2017,3,2016-08-10 19:00:00,Hansa Rostock,SG Sonnenhof Großaspach,24,42,0,0,D,,,1502.1682985122725,0.5760300637242253,9.0,17.0,1.4,1.6,1468.0344383923896,0.24090242208357773,1.0,9.0,0.8,2.2,2.08,3.41,3.45,0.4807692307692307,0.29325513196480935,0.2898550724637681,40.0,20.0,9.0,1.0,322.0,80.0,13.0,8.0,19.0,8.0,2.0,0.0,60.0,12.0,4.0,3.0,505.0,87.0,7.0,3.0,10.0,5.0,1.0,0.0,14.0,70.0,14.8,0.0,5.0,3.0,600.1012790194062,10.0,49.0,12.0,-6.0,7.0,54.0,14.0,11.0,4,1,1,2,34.13386011988291,0.33512764164064757,8.0,1.2,3.0,-5.0,0,0,0,0,0,0,0.25,0.25,0.5,4,2.0,1,0,normal,medium,2,8,2016,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1
2689,2016-2017,3,2016-08-10 19:00:00,Jahn Regensburg,Hallescher FC,1,33,2,0,H,,,1453.602207678732,0.5660050626300989,10.0,15.0,2.4,1.2,1497.7781467021675,0.475299136726193,7.0,13.0,1.6,1.2,2.4,3.29,2.91,0.4166666666666667,0.303951367781155,0.3436426116838488,39.0,12.0,4.0,2.0,303.0,71.0,10.0,0.0,13.0,3.0,2.0,0.0,61.0,14.0,0.0,0.0,477.0,81.0,16.0,8.0,8.0,9.0,2.0,0.0,13.4,62.0,10.0,0.0,3.0,4.0,275.3806822194859,,,,,13.0,48.0,13.0,0.0,4,0,1,3,-44.1759390234356,0.09070592590390586,3.0,0.7999999999999998,,,0,0,0,0,1,0,0.0,0.25,0.75,4,-1.0,0,1,medium,medium,2,8,2016,1,0,0,0,0,0,0,1,1,0,0,2,2,0,2,1,1,1,1
2690,2016-2017,4,2016-08-12 19:00:00,Sportfreunde Lotte,FC Rot-Weiß Erfurt,50,12,2,2,D,,,1493.9116713643896,0.2887223517986804,4.0,4.0,1.3333333333333333,1.0,1503.8702312086716,0.5794968169125839,7.0,19.0,0.8,0.8,1.96,3.3,3.69,0.5102040816326531,0.30303030303030304,0.2710027100271003,,,,,,,,,,,,,,,,,,,,,,,,,19.1,80.0,10.8,0.0,3.0,3.0,,,,,,8.0,50.0,14.0,-3.0,0,0,0,0,-9.958559844282036,-0.29077446511390354,-3.0,0.33333333333333326,,,0,0,0,0,1,0,,,,0,0.0,0,0,medium,medium,4,8,2016,0,0,0,0,0,0,0,1,0,1,0,1,2,2,4,0,1,1,1
2691,2016-2017,4,2016-08-13 14:00:00,SC Paderborn 07,Werder Bremen II,47,11,1,2,A,,,1488.829878639866,0.3071958857184984,3.0,3.0,1.0,1.6666666666666667,1397.3396878166964,0.2705164673322295,6.0,9.0,0.8,1.8,1.64,3.85,5.19,0.6097560975609756,0.2597402597402597,0.19267822736030826,,,,,,,,,,,,,,,,,,,,,,,,,22.9,57.0,21.6,0.0,3.0,2.0,148.38116191377637,,,,,17.0,43.0,11.0,-14.0,0,0,0,0,91.49019082316954,0.03667941838626887,-3.0,0.33333333333333326,,,0,0,0,0,1,0,,,,0,1.0,1,0,medium,short,5,8,2016,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,0,1,1,1
2692,2016-2017,4,2016-08-13 14:00:00,FSV Zwickau,SV Wehen Wiesbaden,49,6,0,3,A,,,1510.2957378535534,0.82070571908667,4.0,4.0,2.5,1.5,1475.8729195254873,0.5291027657216897,10.0,15.0,1.6,0.6,2.35,3.23,3.04,0.425531914893617,0.30959752321981426,0.32894736842105265,66.0,19.0,11.0,4.0,585.0,84.0,17.0,6.0,9.0,7.0,1.0,0.0,34.0,10.0,5.0,3.0,300.0,73.0,18.0,8.0,15.0,5.0,1.0,0.0,24.3,52.0,16.1,0.0,2.0,3.0,310.6913912970547,,,,,16.0,43.0,9.0,-13.0,0,0,0,0,34.422818328066114,0.2916029533649803,-6.0,0.0,,,0,0,0,0,1,0,,,,0,-1.0,0,1,short,medium,5,8,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,1,1,1,1
2693,2016-2017,4,2016-08-13 14:00:00,Fortuna Köln,Holstein Kiel,46,2,1,0,H,,,1488.0227510711477,0.5230760357888831,9.0,15.0,1.6,1.2,1516.310578804951,0.4136053692559822,5.0,12.0,1.0,1.4,2.66,3.15,2.66,0.37593984962406013,0.31746031746031744,0.37593984962406013,,,,,,,,,,,,,,,,,,,,,,,,,24.0,56.0,16.3,0.0,3.0,3.0,438.3007909657688,11.0,49.0,14.0,-13.0,14.0,48.0,12.0,-3.0,2,0,1,1,-28.287827733803397,0.10947066653290088,4.0,0.8,-3.0,1.0,0,0,0,0,0,0,0.0,0.5,0.5,2,0.0,0,0,medium,medium,5,8,2016,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,1,1
